id,name,years,institutions,countries,affiliations_comment,journal_names,works_count,total_works_count,total_cited_by_count
A5004686623,Michael J. Eisenstadt,2001,,,,Middle East Journal,1,54,254
A5101426660,Michael J. Shapiro,2000,,,,Cultural Studies,1,295,5581
A5044530005,Michael Kahan,1978,Brooklyn College;City University of New York,US,,American Political Science Review (APSR),1,8,39
A5001566859,Michael Kallenbach,1982,,,,Journal of Palestine Studies,2,27,48
A5024429618,Michael Karayanni,2015,,,,Law and Social Inquiry,1,72,195
A5011262575,Michael Keating,1991;1996,Western University,CA,,Ethnic and Racial Studies,2,324,4733
A5054114219,Michael L. Gross,2021,University of Haifa,IL,,British Journal of Political Science (BJPolS),1,357,6590
A5100662025;A5026594006;A5024106866,Michael Levin,1980;1986;1995;1997,Goldsmiths University of London,GB,,Ethnic and Racial Studies,5,1433,51177
A5078675915,Michael Lynk,1990;2005;2007;2013,,,,Journal of Palestine Studies,4,32,96
A5106923236,Michael M. J. Fischer,1977,,,,American Journal of Sociology (AJS),1,165,10007
A5101416635,Michael Mason,2012,,,,Journal of Palestine Studies,1,210,2759
A5004829035,Michael Mastanduno,1985,Princeton University,US,,World Politics,1,167,3858
A5103122083,Michael Neumann,2008;2014,,,,Journal of Palestine Studies,2,283,4605
A5111525004,Michael O'Hanlon,1997,,,,Journal of the Royal Anthropological Institute (JRAI),1,269,2906
A5000800347,Michael O'Loughlin,1984,,,,Journal of Palestine Studies,2,241,4766
A5020388525,Michael P. Steinberg,1988,,,,New German Critique,1,83,365
A5083177609,Michael R. Fischbach,1989;1997;2002;2005;2008;2013;2014;2016;2020;2022,Georgetown University;Randolph–Macon College;Stanford University,US,,Journal of Palestine Studies;Middle East Journal,12,133,266
A5033041953,Michael R. Godley,1996,Monash University,AU,,Ethnic and Racial Studies,1,91,729
A5015186528,Michael R. Marrus,1991;2006,University of Toronto,CA,,Human Rights Quarterly;Patterns of Prejudice,2,186,2521
A5112074131,Michael Reisman,1972,,,,Yale Law Journal,1,41,140
A5001706243,Michael Rothberg,2022,"University of California, Los Angeles",US,,Memory Studies,1,131,9571
A5058013186,Michael Schulz,2016;2020,University of Gothenburg,SE,,Middle East Critique;Middle East Journal,2,63,693
A5009739910,Michael Shalev,2003;2010;2018,Hebrew University of Jerusalem,IL,,American Journal of Sociology (AJS);Ethnic and Racial Studies;World Politics,3,89,2197
A5027014923,Michael Sharnoff,2023,National Defense University,US,,British Journal of Middle Eastern Studies (BRISMES),1,11,16
A5078126402,Michael Sterner,2004,,,,Middle East Journal,1,7,7
A5057541562,Michael W. Scott,2005,,,,Ethnos: Journal of Anthropology,1,77,1049
A5080039773,Michael W. Suleiman,1973;1974;1975;1988,Kansas State University,US,,American Political Science Review (APSR);Journal of Palestine Studies;Journal of Politics (JOP),6,82,669
A5001820416;A5009566519,Michael Warschawski,1999;2009,,,,Journal of Palestine Studies,2,3,0
A5110946910,Michael Wildt,2023,Humboldt-Universität zu Berlin,DE,,Journal of Genocide Research (JGR),1,171,1044
A5109093315,Michael Zander,1964,,,,International & Comparative Law Quarterly (ICLQ),1,332,2462
A5065318359,Michael Zanger-Tishler,2022,Harvard University,US,,Ethnic and Racial Studies,1,11,76
A5090346245,Michaelle Browers,2004,,,,Middle East Journal,1,55,459
A5043561200,Michal Givoni,2018,Ben-Gurion University of the Negev,IL,,Cultural Studies,1,25,488
A5006213165,Michal Kravel-Tovi,2011;2017;2024,Tel Aviv University,IL,,Ethnic and Racial Studies;Ethnos: Journal of Anthropology;Journal of the Royal Anthropological Institute (JRAI),3,38,363
A5043535033,Michal Mahat-Shamir,2024,Ariel University,IL,,Journal of Loss and Trauma,1,77,663
A5090762202,Michal Nissim-Frankel,2007,Ariel University,IL,,Journal of Loss and Trauma,1,1,17
A5040600008,Michal Reifen Tagar,2015;2017;2021;2022,Reichman University;University of Minnesota,IL;US,,Group Processes & Intergroup Relations (GPIR);Journal of Social Issues (JSI);Personality and Social Psychology Bulletin (PSPB),4,38,753
A5059362054,Michal Reifen-Tagar,2025,,,"Reichman University, Israel",Group Processes & Intergroup Relations (GPIR),2,12,172
A5084956907,Michal Rotem,2017,,,,Journal of Palestine Studies,1,16,439
A5003851438,Michal Shamir,1983;1991;1993;1994;1999;2015,Tel Aviv University,IL,,American Political Science Review (APSR);British Journal of Political Science (BJPolS);Journal of Politics (JOP),6,75,1752
A5040502374,Michal Tannenbaum,2009,,,,Journal of Ethnic and Migration Studies (JEMS),1,58,1040
A5031993150,Michaly D. Segal,1998,,,,Ethnic and Racial Studies,1,1,68
A5049940663,Michał Bilewicz,2013;2017,University of Warsaw,PL,,Journal of Social Issues (JSI);Memory Studies,2,258,6368
A5088398426,Michel Warschawski,2003;2006,,,,Journal of Palestine Studies,2,66,61
A5070913945,Michele J Gelfand,2017;2025,"Stanford University;University of Maryland, College Park",US,,Group Processes & Intergroup Relations (GPIR);Journal of Personality and Social Psychology (JPSP),2,421,41063
A5051200964,Michele K. Esposito,2009;2010;2011,,,,Journal of Palestine Studies,5,54,36
A5037661513,Michele Lombardini,2001,,,,Leiden Journal of International Law (LJIL),1,1,8
A5078439620,Michele Rapoport,2010,,,,Cultural Studies,1,7,42
A5082878531,Michelle Dugas,2017,"University of Maryland, College Park",US,,Group Processes & Intergroup Relations (GPIR),1,45,9809
A5008387337,Michelle Mart,2007;2008;2018,,,,Journal of Palestine Studies;Middle East Journal,3,30,85
A5028881249,Michelle U. Campos,2005;2014,Cornell University;University of Florida,US,,International Journal of Middle East Studies (IJMES),2,22,271
A5019494070,Michla Pomerance,2005,Hebrew University of Jerusalem,IL,,American Journal of International Law (AJIL),1,42,401
A5014334361,Michèle Lamont,2011,,,,Ethnic and Racial Studies,1,455,20322
A5076874969,Middle East Watch,1992,,,,Journal of Palestine Studies,2,4,3
A5049555482,Mikael Gravers,1996,Aarhus University,DK,,Ethnic and Racial Studies,2,30,358
A5046975645,Mikael Hjerm,2013,,,,Ethnic and Racial Studies,1,125,3093
A5040100999,Mikaela Rogozen-Soltar,2021,"University of Nevada, Reno",US,,Ethnos: Journal of Anthropology,1,23,261
A5103066354,Mike Cole,2009,Bishop Grosseteste University,GB,,Ethnic and Racial Studies,1,216,1791
A5069171317,Mikki Stelder,2018,,,,Journal of Palestine Studies,1,11,44
A5052582547,Miles Copeland,1971,,,"London, England",American Political Science Review (APSR),1,3,2
A5023710144,Miles Hewstone,2004,University of Oxford,GB,,Journal of Social Issues (JSI),1,598,36240
A5074812404,Milica Vasiljevic,2012,University of Kent,GB,,Group Processes & Intergroup Relations (GPIR),1,92,1745
A5112211121,Milla Y. Ohel,1981,,,,Current Anthropology,1,33,433
A5030614763,Milton J. Esman,1999,,,,Middle East Journal,1,138,2833
A5048150573,Milton Viorst,1995,,,,Journal of Palestine Studies,1,47,199
A5085999885,Min Zhou,1996,"University of California, Los Angeles",US,,Ethnic and Racial Studies,1,2,10
A5019036364,Mina Tzemach,1989,,,,Journal of Personality and Social Psychology (JPSP),1,1,57
A5015804476,Minh Duc Pham,2024,University of Connecticut,US,,Personality and Social Psychology Bulletin (PSPB),1,15,55
A5085144495,Mira Sucharov,2016;2020,Carleton University,CA,,International Journal of Middle East Studies (IJMES),2,56,226
A5110046495,Miri Song,1996,University of Kent,GB,,Ethnic and Racial Studies,2,106,2658
A5024461173,Miri Yemini,2022,Tel Aviv University,IL,,Journal of Ethnic and Migration Studies (JEMS),1,213,4095
A5067076587,Miriam Offer,2022,Western Galilee College,IL,,Holocaust and Genocide Studies (HGS),1,12,64
A5086384422,Miriam Schiff,2011,Hebrew University of Jerusalem,IL,,Journal of Loss and Trauma,1,108,3251
A5014210145,Miriam Shapira,2017,,,"Mahut Center for Preparing and Coping with National Emergency, Karnei Shomron, Israel",Journal of Loss and Trauma,1,1,7
A5072476807,Mirit Haybi-Barak,2020,University of Haifa,IL,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,6,48
A5006213982,Miriyam Aouragh,2016,University of Westminster,GB,,Middle East Critique,1,132,1424
A5008856474,Mirko Aksentijević,1972,,,Mirko Aksentijević is a Yugoslav journalist who has been Beirut correspondent for the Tanjug News Agency from 1961 to 1965 and since 1971.,Journal of Palestine Studies,1,2,3
A5112638755,Misako Ikeda,1994,Harvard University,US,,British Journal of Middle Eastern Studies (BRISMES),1,37,308
A5090339678,Mitra Sharafi,2017,,,,Law and Social Inquiry,1,43,506
A5090634664,Mkhaimar S. Abu Sada,1998,,,,American Journal of Political Science (AJPS),1,1,1
A5019819692,Mohamed ElBaradei,1982,New York Law School;New York University;United Nations Institute for Training and Research,CH;US,,American Journal of International Law (AJIL),1,39,214
A5006093529,Mohamed Rabie,1992,,,,Journal of Palestine Studies,1,29,465
A5059103420,Mohammad Ataie,2021,Brandeis University,US,,International Journal of Middle East Studies (IJMES),1,6,16
A5046598349,Mohammad Mesbahi,2023,Islamic University College;University of Birmingham,GB;GH,,British Journal of Middle Eastern Studies (BRISMES),1,7,1
A5040007168,Mohammed Abu-Nimer,1998;2004,American University,US,,International Journal of Middle East Studies (IJMES);Journal of Social Issues (JSI),2,108,1854
A5041256059,Mohammed Hamdan,2019,An-Najah National University,PS,,International Journal of Middle East Studies (IJMES),1,37,42
A5071574956,Mohammed Hassanein Heykal,1971,,,,Journal of Palestine Studies,1,2,0
A5117247875,Mohammed Khalaile,2025,University of Haifa,IL,,Ethnic and Racial Studies,1,2,0
A5045127818,Mohammed Nijim,2022,University of Manitoba,CA,,International Journal of Human Rights (IJHR),1,4,67
A5042573449,Mohammed Samhouri,2016,,,,Middle East Journal,1,2,11
A5077392391,Mohammed Yazid,1972,,,,Journal of Palestine Studies,2,4,26
A5072102066,Mohanad Mustafa,2014,,,,British Journal of Middle Eastern Studies (BRISMES),1,37,155
A5059263620,Mollie Gerver,2014,London School of Economics and Political Science,GB,,International Journal of Human Rights (IJHR),1,52,319
A5017574243,Mona Rishmawi,1987,,,"Mona Rishmawi is a practicing lawyer in the West Bank and a member of the Executive Committee of Law in the Service of Man/Al-Haq, the West Bank affiliate of the International Commission of Jurists. She would like to express her gratitude to her colleague at al-Haq, Marty Rosenbluth, for his assistance in editing this report.",Journal of Palestine Studies,1,12,62
A5063695565,Mona Rosendahl,1990,Stockholm University,SE,,Ethnos: Journal of Anthropology,1,13,221
A5090825001,Monica Basbous,2023,,,"Independent Researcher, Beirut, Lebanon",Middle East Critique,1,6,3
A5034175498,Monica Lindh de Montoya,1991,Stockholm University,SE,,Ethnos: Journal of Anthropology,1,30,293
A5063332463,Monica Udvardy,1990,Uppsala University,SE,,Ethnos: Journal of Anthropology,1,2,0
A5029818030,Monique Cormier,2024,,,,European Journal of International Law (EJIL),1,159,366
A5088117871,Mooli Lahad,2017,Tel Hai Academic College,IL,,Journal of Loss and Trauma,1,70,1862
A5018955652,Mordecai Roshwald,1955;1973,Simon Fraser University,CA,,International Journal of Middle East Studies (IJMES);The British Journal of Sociology (BJS),3,48,321
A5079219976,Mordechai Abir,1995,Hebrew University of Jerusalem,IL,,British Journal of Middle Eastern Studies (BRISMES),1,60,328
A5022591841,Mordechai Bar-On,1985;1987;1988,Ministry of Social Affairs and Social Services,IL,"Mordechai Bar-On, a former colonel with twenty-two years of service in the Israel Defense Forces, is a leading member of the peace movement in Israel. Bar-On was elected to the Knesset in July 1984 from the Citizens' Rights Movement list. This paper was presented at the annual conference of the International Society for Political Psychology held in Amsterdam, Holland in June 1986.",Journal of Palestine Studies,6,35,181
A5108388993,Morgan Clarke,2017,University of Oxford,GB,,British Journal of Middle Eastern Studies (BRISMES),1,66,501
A5003803857,Moria Diamand,2019,University of Haifa,IL,,Journal of Loss and Trauma,1,1,5
A5036090114,Moriel Ram,2013;2014;2022,Ben-Gurion University of the Negev;Newcastle University,GB;IL,,British Journal of Middle Eastern Studies (BRISMES);International Journal of Middle East Studies (IJMES),3,20,141
A5103389612,Morton Rubin,1954;1958,University of Wisconsin–Madison,US,northeastern Univ.,American Anthropologist,2,41,904
A5091034186,Moshe Behar,2009,University of Manchester,GB,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,32,92
A5041776310,Moshe Bensimon,2009;2013,Bar-Ilan University,IL,,Group Processes & Intergroup Relations (GPIR);Journal of Loss and Trauma,2,72,1189
A5011836353,Moshe Greenberg,1957,California University of Pennsylvania,US,,American Political Science Review (APSR),1,74,1358
A5108591517,Moshe Hartman,1980,,,,American Journal of Sociology (AJS),1,40,775
A5069939520,Moshe M. Czudnowski,1979,Northern Illinois University,US,,American Political Science Review (APSR),1,18,150
A5011934482,Moshe Ma'oz,1999;2006,,,,Middle East Journal,2,87,591
A5054043026,Moshe Schwartz,1970,,,,American Journal of Sociology (AJS),1,467,8584
A5048027907;A1952981822,Moshe Semyonov,1979;1986;1988;1990;1992;1994;1996;2004;2011;2014;2015;2019;2023;2025,Tel Aviv University;University of Illinois Chicago,IL;US,,American Journal of Sociology (AJS);American Sociological Review (ASR);Ethnic and Racial Studies;Ethnicities;European Sociological Review (ESR);Journal of Ethnic and Migration Studies (JEMS),16,165,7947
A5014342057,Moshe Shokeid,1968;1972;1977;1980;1981;1983;1990;2004,Tel Aviv University,IL,,American Journal of Sociology (AJS);Current Anthropology;Ethnic and Racial Studies;Ethnos: Journal of Anthropology;The British Journal of Sociology (BJS),8,112,862
A5063318538,Moshe Zimmermann,2014,,,,Holocaust Studies: A Journal of Culture and History,1,61,131
A5108606455,Moshé Machover,1971;1990;2018,,,,Journal of Palestine Studies;New Left Review,4,110,1815
A5069493667,Motti Golani,1999,University of Haifa,IL,,International Journal of Middle East Studies (IJMES),1,29,127
A5015784922,Motti Regev,2000;2007,Open University of Israel,IL,,Cultural Sociology;Ethnic and Racial Studies,2,79,1267
A5024928733,Mouin Rabbani,1992;1995;2008,,,"St Antony's College , Oxford",British Journal of Middle Eastern Studies (BRISMES);Journal of Palestine Studies,4,48,232
A5021602065,Movindri Reddy,1996,,,,American Journal of Sociology (AJS),1,5,2
A5028146085,Mubarak E. Awad,1984,,,,Journal of Palestine Studies,1,3,55
A5058186674,Muhammad Ali Khalidi,1997;2000;2010,,,,Journal of Palestine Studies,4,94,1986
A5108083155,Muhammad Amara,2004;2005;2016,,,,Journal of Ethnic and Migration Studies (JEMS);Journal of Palestine Studies;Middle East Journal,3,88,1806
A5071793373,Muhammad Hallaj,1988;1992;1998;2008,,,Muhammad Hallaj is the editor of Palestine Perspectives.,Journal of Palestine Studies;Middle East Journal,6,24,34
A5053517280,Muhammad Husayn Fadlallah,1987,,,,Journal of Palestine Studies,1,2,2
A5070316889,Muhammad Muslih,1995,,,,Middle East Journal,1,75,259
A5023449101,Muhammad Suwaed,2016,Kinneret College on the Sea of Galilee;Western Galilee College,IL,,"Social Identities: Journal for the Study of Race, Nation and Culture",1,22,42
A5108212246,MuhammadAli Khalidi,1995,,,,Journal of Palestine Studies,1,1,0
A5011154970,Muhammed Khalaily,2023;2024,University of Haifa,IL,,Middle East Critique,2,4,7
A5078127201,Muhammed Khlaile,2023,University of Haifa,IL,,Ethnic and Racial Studies,1,1,4
A5002539865,Muhammed Miari,1984,,,"Muhammed Miari was interviewed for the Journal shortly after the List's success in the July 23, 1984 elections in Israel. Elected to the Knesset with a surplus of 5,000 votes, both Miari and Peled now have a joint voice to raise in the quest for peace, according to the objectives stated in the List's platform [see Documents and Source Material, p. 209 in this issue]. Miari discussed the inception of the Progressive List for Peace and its aims with Ghassan Bishara, correspondent of al-Fajr, the English...;Muhammed Miari, attorney and graduate of the Hebrew University School of Law, was born in the Palestinian village of al-Birwe near Akka (Acre), which was obliterated in 1948. Now a member of the eleventh Israeli Knesset as head (with General (Res.) Matityahu Peled) of the new Progressive List for Peace, Miari is also a member of the secretariat of the Committee to Defend the Land, and president of the Prisoners' Support Group which works on behalf of Palestinian security detainees in Israel and the occupied territories. Miari helped to establish the nationalist al-Ard movement which was outlawed by the Israeli authorities in the early sixties and, as a lawyer, has defended cases such as those of West Bank mayors Bassem al-Shaka'a of Nablus, Karim Khalaf of Ramallah, and Fahd Qawasmeh and Muhammed Mil hem, the exiled mayors of Halhoul and al-Khalil (Hebron) respectively.",Journal of Palestine Studies,1,1,1
